Reference Number,Included?,Authors,Article Title,Source Title,Publication Year,Volume,Page/Article Number,DOI
1064,N,"Huang, Katherine M.; Chain, Frederic J. J.",Copy number variations and young duplicate genes have high methylation levels in sticklebacks,EVOLUTION,2021,75,706-718,10.1111/evo.14184
1065,N,"Hunt, Brendan G.; Brisson, Jennifer A.; Yi, Soojin V.; Goodisman, Michael A. D.",Functional Conservation of DNA Methylation in the Pea Aphid and the Honeybee,GENOME BIOLOGY AND EVOLUTION,2010,2,719-728,10.1093/gbe/evq057
1066,N,"Hunt, Brendan G.; Glastad, Karl M.; Yi, Soojin V.; Goodisman, Michael A. D.",Patterning and Regulatory Associations of DNA Methylation Are Mirrored by Histone Modifications in Insects,GENOME BIOLOGY AND EVOLUTION,2013,5,591-598,10.1093/gbe/evt030
1067,Y,"Ibanez, Veronica Noe; Masuelli, Ricardo Williams; Marfil, Carlos Federico",Environmentally induced phenotypic plasticity and DNA methylation changes in a wild potato growing in two contrasting Andean experimental gardens,HEREDITY,2021,126,50-62,10.1038/s41437-020-00355-z
1068,N,"Jeong, Hyeonsoo; Wu, Xin; Smith, Brandon; Yi, Soojin V.",Genomic Landscape of Methylation Islands in Hymenopteran Insects,GENOME BIOLOGY AND EVOLUTION,2018,10,2766-2776,10.1093/gbe/evy203
1069,N,"Jiang, Ning; Wang, Lin; Chen, Jing; Wang, Luwen; Leach, Lindsey; Luo, Zewei",Conserved and Divergent Patterns of DNA Methylation in Higher Vertebrates,GENOME BIOLOGY AND EVOLUTION,2014,6,2998-3014,10.1093/gbe/evu238
1070,Y,"Johnson, Kevin M.; Kelly, Morgan W.",Population epigenetic divergence exceeds genetic divergence in the Eastern oyster Crassostrea virginica in the Northern Gulf of Mexico,EVOLUTIONARY APPLICATIONS,2020,13,945-959,10.1111/eva.12912
1071,Y,"Kalubi, K. N.; Mehes-Smith, M.; Spiers, G.; Omri, A.",Variation in whole DNA methylation in red maple (Acer rubrum) populations from a mining region: association with metal contamination and cation exchange capacity (CEC) in podzolic soils,ECOTOXICOLOGY,2017,26,405-414,10.1007/s10646-017-1773-8
1072,N,"Keller, Thomas E.; Han, Priscilla; Yi, Soojin V.",Evolutionary Transition of Promoter and Gene Body DNA Methylation across Invertebrate-Vertebrate Boundary,MOLECULAR BIOLOGY AND EVOLUTION,2016,33,1019-1028,10.1093/molbev/msv345
1073,N,"Kelly, Theresa K.; Ahmadiantehrani, Somayeh; Blattler, Adam; London, Sarah E.",Epigenetic regulation of transcriptional plasticity associated with developmental song learning,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,285,20180160,10.1098 spb.2018.0160
1074,N,"Keyte, Anna L.; Percifield, Ryan; Liu, Bao; Wendel, Johnathan F.",Intraspecific DNA methylation polymorphism in cotton (Gossypium hirsutum L.),JOURNAL OF HEREDITY,2006,97,444-450,10.1093/jhered/esl023
1075,Y,"Kim, Nam-Soo; Im, Min-Ji; Nkongolo, Kabwe",Determination of DNA methylation associated with Acer rubrum (red maple) adaptation to metals: analysis of global DNA modifications and methylation-sensitive amplified polymorphism,ECOLOGY AND EVOLUTION,2016,6,5749-5760,10.1002/ece3.2320
1076,Y,"Koch, Ilana Janowitz; Clark, Michelle M.; Thompson, Michael J.; Deere-Machemer, Kerry A.; Wang, Jun; Duarte, Lionel; Gnanadesikan, Gitanjali E.; McCoy, Eskender L.; Rubbi, Liudmilla; Stahler, Daniel R.; Pellegrini, Matteo; Ostrander, Elaine A.; Wayne, Robert K.; Sinsheimer, Janet S.; Vonholdt, Bridgett M.",The concerted impact of domestication and transposon insertions on methylation patterns between dogs and grey wolves,MOLECULAR ECOLOGY,2016,25,1838-1855,10.1111/mec.13480
1077,N,"Kojima, Kenji K.; Furuta, Yoshikazu; Yahara, Koji; Fukuyo, Masaki; Shiwa, Yuh; Nishiumi, Shin; Yoshida, Masaru; Azuma, Takeshi; Yoshikawa, Hirofumi; Kobayashi, Ichizo",Population Evolution of Helicobacter pylori through Diversification in DNA Methylation and Interstrain Sequence Homogenization,MOLECULAR BIOLOGY AND EVOLUTION,2016,33,2848-2859,10.1093/molbev/msw162
1078,N,"Korablev, N. P.; Korablev, M. P.; Korablev, P. N.; Tumanov, I. L.","Epigenetic variation in the American mink, Neovison vison, from eastern Europe: A search for factors of polymorphism",RUSSIAN JOURNAL OF ECOLOGY,2016,47,289-295,10.1134/S1067413616030061
1079,N,"Kronholm, Ilkka; Ketola, Tarmo",Effects of acclimation time and epigenetic mechanisms on growth of Neurospora in fluctuating environments,HEREDITY,2018,121,327-341,10.1038/s41437-018-0138-2
1080,N,"Kucharski, R.; Maleszka, J.; Maleszka, R.",A possible role of DNA methylation in functional divergence of a fast evolving duplicate gene encoding odorant binding protein 11 in the honeybee,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,283,20160558,10.1098/rspb.2016.0558
1081,N,"Kvist, Jouni; Athanasio, Camila Goncalves; Solari, Omid Shams; Brown, James B.; Colbourne, John K.; Pfrender, Michael E.; Mirbahai, Leda",Pattern of DNA Methylation in Daphnia: Evolutionary Perspective,GENOME BIOLOGY AND EVOLUTION,2018,10,1988-2007,10.1093/gbe/evy155
1082,Y,"Laubach, Zachary M.; Faulk, Christopher D.; Dolinoy, Dana C.; Montrose, Luke; Jones, Tamara R.; Ray, Donna; Pioon, Malit O.; Holekamp, Kay E.",Early life social and ecological determinants of global DNA methylation in wild spotted hyenas,MOLECULAR ECOLOGY,2019,28,3799-3812,10.1111/mec.15174
1083,Y,"Leung, Christelle; Breton, Sophie; Angers, Bernard",Facing environmental predictability with different sources of epigenetic variation,ECOLOGY AND EVOLUTION,2016,6,5234-5245,10.1002/ece3.2283
1084,N,"Li, Hai-Cheng; Guo, Hui-Xin; Chen, Tao; Wang, Wei; Wu, Zhu-Hua; Chen, Liang; Wu, Hui-Zhong; Xu, Gao-Po; Chen, Xun-Xun; Zhou, Lin",Potential Genes Related to Levofloxacin Resistance in Mycobacterium tuberculosis Based on Transcriptome and Methylome Overlap Analysis,JOURNAL OF MOLECULAR EVOLUTION,2020,88,202-209,10.1007/s00239-019-09926-z
1085,Y,"Li, Weiguo; Chen, Wenbo; Qi, Xiaofeng; Wang, Qingfeng; Chen, Jinming",Variation of cytosine methylation in response to water availability in two contrasting growth types of an amphibious plant Alternanthera philoxeroides,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,2013,50,175-181,10.1016/j.bse.2013.03.053
1086,Y,"Li, Yidan; Shan, Xiaohui; Liu, Xiaoming; Hu, Lanjuan; Guo, Wanli; Liu, Bao",Utility of the methylation-sensitive amplified polymorphism (MSAP) marker for detection of DNA methylation polymorphism and epigenetic population structure in a wild barley species (Hordeum brevisubulatum),ECOLOGICAL RESEARCH,2008,23,927-930,10.1007/s11284-007-0459-8
1087,N,"Lin, Heyu; Ascher, David B.; Myung, Yoochan; Lamborg, Carl H.; Hallam, Steven J.; Gionfriddo, Caitlin M.; Holt, Kathryn E.; Moreau, John W.",Mercury methylation by metabolically versatile and cosmopolitan marine bacteria,ISME JOURNAL,2021,15,1810-1825,10.1038/s41396-020-00889-4
1088,N,"Lindner, Melanie; Laine, Veronika N.; Verhagen, Irene; Viitaniemi, Heidi M.; Visser, Marcel E.; van Oers, Kees; Husby, Arild",Rapid changes in DNA methylation associated with the initiation of reproduction in a small songbird,MOLECULAR ECOLOGY,2021,30,3645-3659,10.1111/mec.15803
1090,N,"Lopez-Leon, M. D.; Cabrero, J.; Camacho, J. P. M",Changes in DNA methylation during development in the B chromosome NOR of the grasshopper Eyprepocemis plorans,HEREDITY,1995,74,296-302,10.1038/hdy.1995.43
1091,N,"Ma, Lu; Hatlen, Andrea; Kelly, Laura J.; Becher, Hannes; Wang, Wencai; Kovarik, Ales; Leitch, Ilia J.; Leitch, Andrew R.",Angiosperms Are Unique among Land Plant Lineages in the Occurrence of Key Genes in the RNA-Directed DNA Methylation (RdDM) Pathway,GENOME BIOLOGY AND EVOLUTION,2015,7,2648-2662,10.1093/gbe/evv171
1092,N,"Marshall, H., Lonsdale, Z. N., & Mallon, E. B. ",Bumblebee Workers Show Differences in Allele-Specific DNA Methylation and Allele-Specific Expression,GENOME BIOLOGY AND EVOLUTION,2020,12,1471-1481,10.1093/gbe/evaa132
1093,N,"Mathers, Thomas C.; Mugford, Sam T.; Percival-Alwyn, Lawrence; Chen, Yazhou; Kaithakottil, Gemy; Swarbreck, David; Hogenhout, Saskia A.; van Oosterhout, Cock",Sex-specific changes in the aphid DNA methylation landscape,MOLECULAR ECOLOGY,2019,28,4228-4241,10.1111/mec.15216
1094,Y,"McNew, Sabrina M.; Beck, Daniel; Sadler-Riggleman, Ingrid; Knutie, Sarah A.; Koop, Jennifer A. H.; Clayton, Dale H.; Skinner, Michael K.",Epigenetic variation between urban and rural populations of Darwin's finches,BMC EVOLUTIONARY BIOLOGY,2017,17,183,10.1186/s12862-017-1025-9
1095,Y,"Medrano, Monica; Alonso, Conchita; Bazaga, Pilar; Lopez, Esmeralda; Herrera, Carlos M.","Comparative genetic and epigenetic diversity in pairs of sympatric, closely related plants with contrasting distribution ranges in south-eastern Iberian mount",AOB PLANTS,2020,12,plaa013,10.1093/aobpla/plaa013
1096,Y,"Merondun, Justin; Murray, Dennis L.; Shafer, Aaron B. A.",Genome-scale sampling suggests cryptic epigenetic structuring and insular divergence in Canada lynx,MOLECULAR ECOLOGY,2019,28,3186-3196,10.1111/mec.15131
1097,Y,"Metzger, David C. H.; Schulte, Patricia M.",Persistent and plastic effects of temperature on DNA methylation across the genome of threespine stickleback (Gasterosteus aculeatus),PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,284,20171667,10.1098 spb.2017.1667
1098,N,"Mhanni, A.A.; McGowan, R. A.",Global changes in genomic methylation levels during early development of the zebrafish embryo,DEVELOPMENT GENES AND THE ENVIRONMENT,2004,214,412-417,10.1007/s00427-004-0418-0
1099,Y,"Morandin, Claire; Brendel, Volker P.; Sundstrom, Liselotte; Helantera, Heikki; Mikheyev, Alexander S.",Changes in gene DNA methylation and expression networks accompany caste specialization and age-related physiological changes in a social insect,MOLECULAR ECOLOGY,2019,28,1975-1993,10.1111/mec.15062
1100,N,"Munson, Kathleen M.; Lamborg, Carl H.; Boiteau, Rene M.; Saito, Mak A.",Dynamic mercury methylation and demethylation in oligotrophic marine water,BIOGEOSCIENCES,2018,15,6451-6460,10.5194/bg-15-6451-2018
1101,Y,"Munzbergova, Zuzana; Latzel, Vit; Surinova, Maria; Hadincova, Veroslava",DNA methylation as a possible mechanism affecting ability of natural populations to adapt to changing climate,OIKOS,2019,128,124-134,10.1111/oik.05591
1102,N,"Muyle, Aline; Gaut, Brandon S.",Loss of Gene Body Methylation in Eutrema salsugineum Is Associated with Reduced Gene Expression,MOLECULAR BIOLOGY AND EVOLUTION,2019,36,155-158,10.1093/molbev/msy204
1103,Y,"Ngom, Baba; Mamati, Edward; Goudiaby, Mame Fatoumata; Kimatu, Josphert; Sarr, Ibrahima; Diouf, Diaga; Kane, Ndjido Ardo",Methylation analysis revealed salicylic acid affects pearl millet defense through external cytosine DNA demethylation,JOURNAL OF PLANT INTERACTIONS,2018,13,288-293,10.1080/17429145.2018.1473515
1104,Y,"Ni, Ping; Li, Shiguo; Lin, Yaping; Xiong, Wei; Huang, Xuena; Zhan, Aibin",Methylation divergence of invasive Ciona ascidians: Significant population structure and local environmental influence,ECOLOGY AND EVOLUTION,2018,8,10272-10287,10.1002/ece3.4504
1105,Y,"Nicotra, Adrienne B.; Segal, Deborah L.; Hoyle, Gemma L.; Schrey, Aaron W.; Verhoeven, Koen J. F.; Richards, Christina L.",Adaptive plasticity and epigenetic variation in response to warming in an Alpine plant,ECOLOGY AND EVOLUTION,2015,5,634-647,10.1002/ece3.1329
1106,N,"Noordhoek, Jeroen W.; Koning, Jasper T.; Marien, Janine; Kamstra, Jorke, H.; Amorim, Monica, J.B.; van Gestel, Cornelis A.M.; van Straalen, Nico M.; Roelofs, Dick",Exploring DNA methylation patterns in copper exposed Folsomia candida and Enchytraeus crypticus,Pedobiologia,2018,66,52-57,10.1016/j.pedobi.2017.10.001
1107,Y,"Nuskern, Lucija; Jezic, Marin; Liber, Zlatko; Mlinarec, Jelena; Curkovic-Perica, Mirna",Cryphonectria hypovirus 1-Induced Epigenetic Changes in Infected Phytopathogenic Fungus Cryphonectria parasitica,MICROBIAL ECOLOGY,2018,75,790-798,10.1007/s00248-017-1064-1
1108,Y,"Oezbek, Rabia; Mukherjee, Krishnendu; Uckan, Fevzi; Vilcinskas, Andreas",Reprograming of epigenetic mechanisms controlling host insect immunity and development in response to egg-laying by a parasitoid wasp,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2020,287,20200704,10.1098 spb.2020.0704
1109,Y,"Pagel, Ellen; Poschlod, Peter; Reisch, Christoph",Habitat matters - Strong genetic and epigenetic differentiation in Linum catharticum from dry and wet grasslands,ECOLOGY AND EVOLUTION,2020,10,10271-10280,10.1002/ece3.6689
1110,N,"Park, Jungsun; Peng, Zuogang; Zeng, Jia; Elango, Navin; Park, Taesung; Wheeler, Dave; Werren, John H.; Yi, Soojin V.",Comparative Analyses of DNA Methylation and Sequence Evolution Using Nasonia Genomes,MOLECULAR BIOLOGY AND EVOLUTION,2011,28,3345-3354,10.1093/molbev/msr168
1111,Y,"Pilsner, J. Richard; Lazarus, Alicia L.; Nam, Dong-Ha; Letcher, Robert J.; Sonne, Christian; Dietz, Rune; Basu, Niladri",Mercury-associated DNA hypomethylation in polar bear brains via the LUminometric Methylation Assay: a sensitive method to study epigenetics in wildlife,MOLECULAR ECOLOGY,2010,19,307-314,10.1111/j.1365-294X.2009.04452.x
1112,Y,"Preite, Veronica; Oplaat, Carla; Biere, Arjen; Kirschner, Jan; van der Putten, Wim H.; Verhoeven, Koen J. F.","Increased transgenerational epigenetic variation, but not predictable epigenetic variants, after environmental exposure in two apomictic dandelion lineages",ECOLOGY AND EVOLUTION,2018,8,3047-3059,10.1002/ece3.3871
1113,N,"Provataris, Panagiotis; Meusemann, Karen; Niehuis, Oliver; Grath, Sonja; Misof, Bernhard",Signatures of DNA Methylation across Insects Suggest Reduced DNA Methylation Levels in Holometabola,GENOME BIOLOGY AND EVOLUTION,2018,10,1185-1197,10.1093/gbe/evy066
1114,Y,"Pu, Chuanliang; Zhan, Aibin",Epigenetic divergence of key genes associated with water temperature and salinity in a highly invasive model ascidian,BIOLOGICAL INVASIONS,2017,19,2015-2028,10.1007/s10530-017-1409-1
1115,Y,"Putnam, Hollie M.; Davidson, Jennifer M.; Gates, Ruth D.",Ocean acidification influences host DNA methylation and phenotypic plasticity in environmentally susceptible corals,EVOLUTIONARY APPLICATIONS,2016,9,1165-1178,10.1111/eva.12408
1116,N,"Puy, Javier; Dvorakova, Hana; Carmona, Carlos P.; de Bello, Francesco; Hiiesalu, Inga; Latzel, Vit",Improved demethylation in ecological epigenetic experiments: Testing a simple and harmless foliar demethylation application,METHODS IN ECOLOGY AND EVOLUTION,2018,9,744-753,10.1111/2041-210X.12903
1117,Y,"Qi, Xiangyu; Wang, Haibin; Ning, Yunxia; Sun, Hainan; Jiang, Jiafu; Chen, Sumei; Fang, Weimin; Guan, Zhiyong; Chen, Fadi",Genetic diversity and methylation polymorphism analysis of Chrysanthemum nankingense,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,2017,72,7-Jan,10.1016/j.bse.2017.03.006
1118,Y,"Rehan, Sandra M.; Glastad, Karl M.; Lawson, Sarah P.; Hunt, Brendan G.","The Genome and Methylome of a Subsocial Small Carpenter Bee, Ceratina calcarata",GENOME BIOLOGY AND EVOLUTION,2016,8,1401-1410,10.1093/gbe/evw079
1119,Y,"Richards, Christina L.; Schrey, Aaron W.; Pigliucci, Massimo",Invasion of diverse habitats by few Japanese knotweed genotypes is correlated with epigenetic differentiation,ECOLOGY LETTERS,2012,15,1016-1025,10.1111/j.1461-0248.2012.01824.x
1120,N,"Rodriguez-Martinez, Sol; Marquez, Rafael; Inacio, Angela; Galvan, Ismael",Changes in melanocyte RNA and DNA methylation favour pheomelanin synthesis and may avoid systemic oxidative stress after dietary cysteine supplementation in birds,MOLECULAR ECOLOGY,2019,28,1030-1042,10.1111/mec.15024
1121,Y,"Rubenstein, Dustin R.; Skolnik, Hannah; Berrio, Alejandro; Champagne, Frances A.; Phelps, Steven; Solomon, Joseph",Sex-specific fitness effects of unpredictable early life conditions are associated with DNA methylation in the avian glucocorticoid receptor,MOLECULAR ECOLOGY,2016,25,1714-1728,10.1111/mec.13483
1122,N,"Rubi, Tricia L.; Knowles, L. Lacey; Dantzer, Ben",Museum epigenomics: Characterizing cytosine methylation in historic museum specimens,Molecular Ecology Resources,2020,20,1161-1170,10.1111/1755-0998.13115
1123,Y,"Saban, Jasmine M.; Watson-Lazowski, Alexander; Chapman, Mark A.; Taylor, Gail",The methylome is altered for plants in a high CO(2)world: Insights into the response of a wild plant population to multigenerational exposure to elevated atmospheric [CO2],GLOBAL CHANGE BIOLOGY,2020,26,6474-6492,10.1111/gcb.15249
1124,Y,"Sagonas, Kostas; Meyer, Britta S.; Kaufmann, Joshka; Lenz, Tobias L.; Haesler, Robert; Eizaguirre, Christophe",Experimental Parasite Infection Causes Genome-Wide Changes in DNA Methylation,MOLECULAR BIOLOGY AND EVOLUTION,2020,37,2287-2299,10.1093/molbev/msaa084
1125,Y,"Sarda, Shrutii; Zeng, Jia; Hunt, Brendan G.; Yi, Soojin V.",The Evolution of Invertebrate Gene Body Methylation,MOLECULAR BIOLOGY AND EVOLUTION,2012,29,1907-1916,10.1093/molbev/mss062
1126,N,"Schulz, B., R. L. Eckstein and W. Durka",Scoring and analysis of methylation-sensitive amplification polymorphisms for epigenetic population studies,MOLECULAR ECOLOGY RESOURCES,2013,13,642-653,10.1111/1755-0998.12100
1127,Y,"Sepers, Bernice; Erven, Jolijn A. M.; Gawehns, Fleur; Laine, Veronika N.; van Oers, Kees",Epigenetics and Early Life Stress: Experimental Brood Size Affects DNA Methylation in Great Tits (Parus major),FRONTIERS IN ECOLOGY AND EVOLUTION,2021,9,609061,10.3389/fevo.2021.609061
1128,N,"Seymour, Danelle K.; Gaut, Brandon S.",Phylogenetic Shifts in Gene Body Methylation Correlate with Gene Expression and Reflect Trait Conservation,MOLECULAR BIOLOGY AND EVOLUTION,2020,37,31-43,10.1093/molbev/msz195
1129,Y,"Shaham, Roei; Ben-Shlomo, Rachel; Motro, Uzi; Keasar, Tamar",Genome methylation patterns across castes and generations in a parasitoid wasp,ECOLOGY AND EVOLUTION,2016,6,7943-7953,10.1002/ece3.2395
1130,Y,"Shao, Guang-Ming; Li, Xi-Yin; Wang, Yang; Wang, Zhong-Wei; Li, Zhi; Zhang, Xiao-Juan; Zhou, Li; Gui, Jian-Fang",Whole Genome Incorporation and Epigenetic Stability in a Newly Synthetic Allopolyploid of Gynogenetic Gibel Carp,GENOME BIOLOGY AND EVOLUTION,2018,10,2394-2407,10.1093/gbe/evy165
1131,Y,"Shi, Tao; Rahmani, Razgar Seyed; Gugger, Paul F.; Wang, Muhua; Li, Hui; Zhang, Yue; Li, Zhizhong; Wang, Qingfeng; Van de Peer, Yves; Marchal, Kathleen; Chen, Jinming",Distinct Expression and Methylation Patterns for Genes with Different Fates following a Single Whole-Genome Duplication in Flowering Plants,MOLECULAR BIOLOGY AND EVOLUTION,2020,37,2394-2413,10.1093/molbev/msaa105
1132,N,"Shvetsov, A. V.; Lopatina, N. G.; Vaido, A. I.",Histone H3 methylation at lysine 4 is involved in long-term memory formation in the honeybee Apis mellifera L.,JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,2017,53,501-504,10.1134/S0022093017060072
1133,Y,"Singh, Devika; Sun, Dan; King, Andrew G.; Alquezar-Planas, David E.; Johnson, Rebecca N.; Alvarez-Ponce, David; Yi, Soojin, V",Koala methylomes reveal divergent and conserved DNA methylation signatures of X chromosome regulation,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2021,288,20202244,10.1098 spb.2020.2244
1134,Y,"Smith, Gilbert; Smith, Carl; Kenny, John G.; Chaudhuri, Roy R.; Ritchie, Michael G.",Genome-Wide DNA Methylation Patterns in Wild Samples of Two Morphotypes of Threespine Stickleback (Gasterosteus aculeatus),MOLECULAR BIOLOGY AND EVOLUTION,2015,32,888-895,10.1093/molbev/msu344
